Unnamed: 0,play_name,genre,character,act,scene,sentence,text,sex
48939,"Henry IV, part 2",History,Rumour,0,0,1,Open your ears; for which of you will stop,male
48940,"Henry IV, part 2",History,Rumour,0,0,2,The vent of hearing when loud Rumour speaks?,male
48941,"Henry IV, part 2",History,Rumour,0,0,3,"I, from the orient to the drooping west,",male
48942,"Henry IV, part 2",History,Rumour,0,0,4,"Making the wind my post-horse, still unfold",male
48943,"Henry IV, part 2",History,Rumour,0,0,5,The acts commenced on this ball of earth:,male
48944,"Henry IV, part 2",History,Rumour,0,0,6,"Upon my tongues continual slanders ride,",male
48945,"Henry IV, part 2",History,Rumour,0,0,7,"The which in every language I pronounce,",male
48946,"Henry IV, part 2",History,Rumour,0,0,8,Stuffing the ears of men with false reports.,male
48947,"Henry IV, part 2",History,Rumour,0,0,9,"I speak of peace, while covert enmity",male
48948,"Henry IV, part 2",History,Rumour,0,0,10,Under the smile of safety wounds the world:,male
48949,"Henry IV, part 2",History,Rumour,0,0,11,"And who but Rumour, who but only I,",male
48950,"Henry IV, part 2",History,Rumour,0,0,12,"Make fearful musters and prepared defence,",male
48951,"Henry IV, part 2",History,Rumour,0,0,13,"Whiles the big year, swoln with some other grief,",male
48952,"Henry IV, part 2",History,Rumour,0,0,14,"Is thought with child by the stern tyrant war,",male
48953,"Henry IV, part 2",History,Rumour,0,0,15,And no such matter? Rumour is a pipe,male
48954,"Henry IV, part 2",History,Rumour,0,0,16,"Blown by surmises, jealousies, conjectures",male
48955,"Henry IV, part 2",History,Rumour,0,0,17,And of so easy and so plain a stop,male
48956,"Henry IV, part 2",History,Rumour,0,0,18,"That the blunt monster with uncounted heads,",male
48957,"Henry IV, part 2",History,Rumour,0,0,19,"The still-discordant wavering multitude,",male
48958,"Henry IV, part 2",History,Rumour,0,0,20,Can play upon it. But what need I thus,male
48959,"Henry IV, part 2",History,Rumour,0,0,21,My well-known body to anatomize,male
48960,"Henry IV, part 2",History,Rumour,0,0,22,Among my household? Why is Rumour here?,male
48961,"Henry IV, part 2",History,Rumour,0,0,23,I run before King Harry's victory;,male
48962,"Henry IV, part 2",History,Rumour,0,0,24,Who in a bloody field by Shrewsbury,male
48963,"Henry IV, part 2",History,Rumour,0,0,25,"Hath beaten down young Hotspur and his troops,",male
48964,"Henry IV, part 2",History,Rumour,0,0,26,Quenching the flame of bold rebellion,male
48965,"Henry IV, part 2",History,Rumour,0,0,27,Even with the rebel's blood. But what mean I,male
48966,"Henry IV, part 2",History,Rumour,0,0,28,To speak so true at first? my office is,male
48967,"Henry IV, part 2",History,Rumour,0,0,29,To noise abroad that Harry Monmouth fell,male
48968,"Henry IV, part 2",History,Rumour,0,0,30,"Under the wrath of noble Hotspur's sword,",male
48969,"Henry IV, part 2",History,Rumour,0,0,31,And that the king before the Douglas' rage,male
48970,"Henry IV, part 2",History,Rumour,0,0,32,Stoop'd his anointed head as low as death.,male
48971,"Henry IV, part 2",History,Rumour,0,0,33,This have I rumour'd through the peasant towns,male
48972,"Henry IV, part 2",History,Rumour,0,0,34,Between that royal field of Shrewsbury,male
48973,"Henry IV, part 2",History,Rumour,0,0,35,"And this worm-eaten hold of ragged stone,",male
48974,"Henry IV, part 2",History,Rumour,0,0,36,"Where Hotspur's father, old Northumberland,",male
48975,"Henry IV, part 2",History,Rumour,0,0,37,"Lies crafty-sick: the posts come tiring on,",male
48976,"Henry IV, part 2",History,Rumour,0,0,38,And not a man of them brings other news,male
48977,"Henry IV, part 2",History,Rumour,0,0,39,Than they have learn'd of me: from Rumour's tongues,male
48978,"Henry IV, part 2",History,Rumour,0,0,40,"They bring smooth comforts false, worse than",male
48979,"Henry IV, part 2",History,Rumour,0,0,41,true wrongs.,male
48980,"Henry IV, part 2",History,Lord Bardolph,1,1,1,"Who keeps the gate here, ho?",male
48981,"Henry IV, part 2",History,Lord Bardolph,1,1,2,Where is the earl?,male
48982,"Henry IV, part 2",History,Porter,1,1,3,What shall I say you are?,male
48983,"Henry IV, part 2",History,Lord Bardolph,1,1,4,Tell thou the earl,male
