Unnamed: 0,play_name,genre,character,act,scene,sentence,text,sex
61303,"Henry VI, part 3",History,Warwick,1,1,1,I wonder how the king escaped our hands.,male
61304,"Henry VI, part 3",History,York,1,1,2,"While we pursued the horsemen of the north,",male
61305,"Henry VI, part 3",History,York,1,1,3,He slily stole away and left his men:,male
61306,"Henry VI, part 3",History,York,1,1,4,"Whereat the great Lord of Northumberland,",male
61307,"Henry VI, part 3",History,York,1,1,5,"Whose warlike ears could never brook retreat,",male
61308,"Henry VI, part 3",History,York,1,1,6,"Cheer'd up the drooping army; and himself,",male
61309,"Henry VI, part 3",History,York,1,1,7,"Lord Clifford and Lord Stafford, all abreast,",male
61310,"Henry VI, part 3",History,York,1,1,8,"Charged our main battle's front, and breaking in",male
61311,"Henry VI, part 3",History,York,1,1,9,Were by the swords of common soldiers slain.,male
61312,"Henry VI, part 3",History,Edward,1,1,10,"Lord Stafford's father, Duke of Buckingham,",male
61313,"Henry VI, part 3",History,Edward,1,1,11,Is either slain or wounded dangerously;,male
61314,"Henry VI, part 3",History,Edward,1,1,12,I cleft his beaver with a downright blow:,male
61315,"Henry VI, part 3",History,Edward,1,1,13,"That this is true, father, behold his blood.",male
61316,"Henry VI, part 3",History,Montague,1,1,14,"And, brother, here's the Earl of Wiltshire's blood,",male
61317,"Henry VI, part 3",History,Montague,1,1,15,Whom I encounter'd as the battles join'd.,male
61318,"Henry VI, part 3",History,Richard,1,1,16,Speak thou for me and tell them what I did.,male
61319,"Henry VI, part 3",History,York,1,1,17,Richard hath best deserved of all my sons.,male
61320,"Henry VI, part 3",History,York,1,1,18,"But is your grace dead, my Lord of Somerset?",male
61321,"Henry VI, part 3",History,Norfolk,1,1,19,Such hope have all the line of John of Gaunt!,male
61322,"Henry VI, part 3",History,Richard,1,1,20,Thus do I hope to shake King Henry's head.,male
61323,"Henry VI, part 3",History,Warwick,1,1,21,"And so do I. Victorious Prince of York,",male
61324,"Henry VI, part 3",History,Warwick,1,1,22,Before I see thee seated in that throne,male
61325,"Henry VI, part 3",History,Warwick,1,1,23,"Which now the house of Lancaster usurps,",male
61326,"Henry VI, part 3",History,Warwick,1,1,24,I vow by heaven these eyes shall never close.,male
61327,"Henry VI, part 3",History,Warwick,1,1,25,"This is the palace of the fearful king,",male
61328,"Henry VI, part 3",History,Warwick,1,1,26,"And this the regal seat: possess it, York;",male
61329,"Henry VI, part 3",History,Warwick,1,1,27,For this is thine and not King Henry's heirs',male
61330,"Henry VI, part 3",History,York,1,1,28,"Assist me, then, sweet Warwick, and I will;",male
61331,"Henry VI, part 3",History,York,1,1,29,For hither we have broken in by force.,male
61332,"Henry VI, part 3",History,Norfolk,1,1,30,We'll all assist you; he that flies shall die.,male
61333,"Henry VI, part 3",History,York,1,1,31,"Thanks, gentle Norfolk: stay by me, my lords;",male
61334,"Henry VI, part 3",History,York,1,1,32,"And, soldiers, stay and lodge by me this night.",male
61335,"Henry VI, part 3",History,Warwick,1,1,33,"And when the king comes, offer no violence,",male
61336,"Henry VI, part 3",History,Warwick,1,1,34,Unless he seek to thrust you out perforce.,male
61337,"Henry VI, part 3",History,York,1,1,35,"The queen this day here holds her parliament,",male
